○  2023~2025년 기관별 수상작 내역							
기관명	수상연도	수상내역	상금 (만원)	기업명 (기업이 아닐 시 작성X)	참가팀(팀명)	아이템명	아이템 내용(간단히)	활용 공공데이터(대표 2~3개)	분야 (아이디어 기획 / 제품 및 서비스 개발)
고용노동부	2023	장려상	50		오디	오디맵(ODM)	• 산재 지정 의료기관 공공 데이터와 지도 API를 활용한 가까운 산재 병원에 대한 정보를 제공하는 지도 웹 서비스  - 직업병 테스트 서비스도 제공하여 이를 통해 이용자들의 관심을 높이고, 간단한 자가 진단을 하며 관련 병원을 찾는데 도움을 줄 수 있음	• 산재병원 의료현황 정보/산재지정 의료기관 위치	아이디어 기획
기상청	2023	최우수상	300	-	U-RECA	생활안전	기상에 따른 계절별 지면온도 산출기술 개발	(기상청) AWS, ASOS 관측자료 등	아이디어 기획
기상청	2023	최우수상	300	-	승리호	해양안전	기상에 따른 선박 닻 끌림 예측	(기상청) 해양기상관측자료  (해양경찰청) 선박 데이터  (한국수력원자력) 해양관측자료	아이디어 기획
기상청	2023	우수상	200	-	아침기상	생활안전	기상에 따른 계절별 지면온도 산출기술 개발	(기상청) AWS, ASOS 관측자료 등	아이디어 기획
기상청	2023	우수상	200	-	보리새싹	해양안전	기상에 따른 선박 닻 끌림 예측	(기상청) 해양기상관측자료  (해양경찰청) 선박 데이터  (한국수력원자력) 해양관측자료	아이디어 기획
기상청	2023	특별상 상품 (에어팟)	0	-	보리새싹	해양안전	기상에 따른 선박 닻 끌림 예측	(기상청) 해양기상관측자료  (해양경찰청) 선박 데이터  (한국수력원자력) 해양관측자료	아이디어 기획
기상청	2023	장려상	100	-	DCP	생활안전	기상에 따른 계절별 지면온도 산출기술 개발	(기상청) AWS, ASOS 관측자료 등	아이디어 기획
기상청	2023	장려상	100	-	뚝딱공학	해양안전	기상에 따른 선박 닻 끌림 예측	(기상청) 해양기상관측자료  (해양경찰청) 선박 데이터  (한국수력원자력) 해양관측자료	아이디어 기획
기상청	2023	장려상	100	-	dap	생활안전	기상에 따른 계절별 지면온도 산출기술 개발	(기상청) AWS, ASOS 관측자료 등	아이디어 기획
기상청	2023	장려상	100	-	부산의날씨는오늘도맑음	해양안전	기상에 따른 선박 닻 끌림 예측	(기상청) 해양기상관측자료  (해양경찰청) 선박 데이터  (한국수력원자력) 해양관측자료	아이디어 기획
기상청	2024	최우수상	300	-	회기농장	강수	강수 계급 분류 모델 개발	(기상청) AWS, ASOS 관측자료 등	아이디어 기획
기상청	2024	최우수상	300	-	갈라진하늘	안개	2-Stage 모델을 활용한 안개 발생 예측	(기상청) AWS, ASOS 관측자료 등	아이디어 기획
기상청	2024	최우수상	300	-	오케스트라	소방	지역별 화재발생 상관 분석 및 예측	(기상청) AWS, ASOS 관측자료 등/ (소방청) GIS데이터, 도시면적 등	아이디어 기획
기상청	2024	최우수상	300	-	파부햄	전력	XGBoost 앙상블을 통한 전력기상지수 예측 모델 개발	(기상청) AWS, ASOS 관측자료 등/ (한국전력공사) 격자별 전력수요정보	아이디어 기획
기상청	2024	우수상	150	-	TSI	강수	수치모델 앙상블을 활용한 강수량 예측	(기상청) AWS, ASOS 관측자료 등	아이디어 기획
기상청	2024	우수상	150	-	FROM216	안개	안개발생 진단 모델 개발	(기상청) AWS, ASOS 관측자료 등	아이디어 기획
기상청	2024	우수상	150	-	불꽃방법대	소방	기상요인과 화재발생 상관분석	(기상청) AWS, ASOS 관측자료 등/ (소방청) GIS데이터, 도시면적 등	아이디어 기획
기상청	2024	우수상	150	-	카이제곱분포	전력	시공간 복합데이터를 활용한 전력 수요예측 개선	(기상청) AWS, ASOS 관측자료 등/ (한국전력공사) 격자별 전력수요정보	아이디어 기획
기상청	2024	특별상	150	-	한여름밤	소방	화재로 인한 재산피해 위험도와 날씨 상관분석	(기상청) AWS, ASOS 관측자료 등/ (소방청) GIS데이터, 도시면적 등	아이디어 기획
기상청	2024	특별상	150	-	와트맨	전력	기상에 따른 공동주택 전력수요 예측 개선	(기상청) AWS, ASOS 관측자료 등/ (한국전력공사) 격자별 전력수요정보	아이디어 기획
기상청	2024	장려상	50	-	통업튀	강수	가중치 평균을 적용한 ML 앙상블 회귀 모델링	(기상청) AWS, ASOS 관측자료 등	아이디어 기획
기상청	2024	장려상	50	-	지상감시	안개	XGBoost와 LightGBM 모델 소프트 보팅을 통한 안개 예측	(기상청) AWS, ASOS 관측자료 등	아이디어 기획
기상청	2024	장려상	50	-	그학	소방	기상현상과 화재발생 상관분석	(기상청) AWS, ASOS 관측자료 등/ (소방청) GIS데이터, 도시면적 등	아이디어 기획
기상청	2024	장려상	50	-	가마솥	전력	 LightGBM을 이용한 기상에 따른공동 주택 전력 수요 예측	(기상청) AWS, ASOS 관측자료 등/ (한국전력공사) 격자별 전력수요정보	아이디어 기획
대구광역시	2023	최우수상	300	(주)오션라이트에이아이	(주)오션라이트에이아이	반려동물 피부 병변 분류	AI를 활용한 모바일 기반 반려동물 피부 병변 분류	AI허브_반려동물 피부 병변 이미지 데이터	제품 및 서비스 개발
대구광역시	2023	우수상	200	㈜나래씨엔디	데이로그(DAYLOG)	데이로그	임신, 출산 유아맘의 필수 공공데이터를 품은 모바일 산모, 아기 수첩	기상청_중기예보/단기예보 조회 서비스,  한국환경공단_측정소정보/대기오염정보	제품 및 서비스 개발
대구광역시	2023	최우수상	200		트러플	그림으로 보는 선거 공약	그림으로 보는 선거 공약 사이트	국가중점데이터_선거공약정보조회서비스	아이디어 기획
대구광역시	2023	우수상	100		그리다	버블	법적 정보를 제공하는 종합 법률 정보 서비스 '버블'	법제처_생활법령 백문백답 서비스, 법제처_생활법령정보 조회 서비스, 법제처_판례 본문 조회	아이디어 기획
건강보험심사평가원	2023	최우수상	500	-	일점사	AI 매칭을 통한 의료 기관 간의 협진 시스템	의사가 진료 중 협진을 원할 때, AI 매칭 알고리즘을 통해 의뢰의와 자문의를 연결해주는 원격협진 서비스	병원 평가정보 서비스(심평원), 병원진료 정보조회 서비스(심평원)	아이디어 기획
건강보험심사평가원	2023	최우수상	800	주식회사 탈로스	주식회사 탈로스	인공지능 기반 뇌동맥류 발병 위험도 예측 플랫폼	인공지능 기반으로 뇌동맥류가 발병할 수 있는 위험도를 알려주며 개인화된 위험인자를 대상자에게 전달함으로써 위험도를 개선할 수 있는 방안을 제시해주는 서비스	건강검진정보(건보공단)	제품 및 서비스 개발
건강보험심사평가원	2023	우수상	200	베베테라핏	베베테라핏	신체 불균형 예측 모델 활용한 올바른 아이 신체 성장 솔루션	소아 청소년 대상 개인 건강데이터 및 발 압력 데이터 분석을 통한 성장기 신체 불균형 예방 및 병원 연계 서비스 제공 어플리케이션	의료영상진료정보조회 서비스(심평원)	아이디어 기획
건강보험심사평가원	2023	우수상	400	아이조아	아이조아	보건의료빅데이터와 동작인식시스템을 활용한 영유아 정상발달 모니터링 및 의료연계 서비스	동작인식 어플을 이용한 영유아 이상 징후, 정상발달 모니터링, 운동 발달 장애 영유아 선별 검사 서비스	의료기관수 현황통계정보(심평원), 건강보험진료통계(심평원)	제품 및 서비스 개발
건강보험심사평가원	2023	장려상	100	-	실버로드	농산어촌 퇴행성관절염 환자의 의료기관 접근도 향상을 위한 개인 맞춤형 ‘실버로드’ 시스템 구축	보건의료 데이터를 활용한 교통 소외 지역 노인 대상 병원 방문 지원 목적의 의료 접근도 향상 교통 서비스	진료의료기관 위치 및 진료과목(심평원), 날씨데이터(기상청)	아이디어 기획
건강보험심사평가원	2023	장려상	200	-	에브릿데이	빅데이터 기반 간호사 협업 툴‘쉐어듀티’	병동 내 간호사들 간의 업무 리스트 인수인계, 환자 관리 등 의사소통을 위한 의료데이터 기반 협업 툴 서비스	의약성분약효정보조회서비스(심평원), 의약품안전사용(심평원)	제품 및 서비스 개발
건강보험심사평가원	2023	입선	-	-	도담	AI를 활용한 환자 맞춤 의약품 처방 추천 서비스	AI를 활용하여 의사에게 질병코드에 맞는 처방 데이터를 추천하는 환자 맞춤 의약품 처방 추천 서비스	의약품사용정보조회서비스(심평원), 의약품성분약효정보서비스(심평원)	아이디어 기획
건강보험심사평가원	2023	입선	-	-	오순도순	한방 마이크로바이옴 헬스케어 서비스 ‘하모니 : Harmony’	사용자에게 맞춤형 라이프스타일 및 한의사의 전문적인 진단을 제공하는 어플리케이션	국민관심질병통계(심평원), 다빈도질병통계(심평원)	아이디어 기획
건강보험심사평가원	2023	입선	-	-	HEY AI	의료 인공지능 씨어닥터	환자 증상을 입력하면 딥러닝 데이터를 기반으로 질병을 예측하고, 처방전을 자동 생성하는 의료 인공지능 서비스	환자 진료 데이터(AI Hub), 콜센터 상담 데이터(AI Hub)	아이디어 기획
건강보험심사평가원	2023	입선	-	-	YSA	QR코드를 통한 복약지도 관리 서비스	약봉투의 QR코드를 통해 복약지도 및 가족 구성원 간의 알림 등 의약품 복용 관리 어플리케이션	약효분류군사용통계(심평원), 전국 병의원 및 약국 현황(심평원)	아이디어 기획
건강보험심사평가원	2023	입선	-	-	Life Care&amp;Coach	지역사회 보건의료자원 통합 플랫폼	의료시설, 요양시설, 이용자의 니즈를 충족시키기 위해 하나의 플랫폼을 바탕으로 복지의료 서비스를 제공하는 서비스	병원정보서비스(심평원),  병원평가정보서비스(심평원)	아이디어 기획
건강보험심사평가원	2023	입선	-	-	에이치비커넥트	일반 건강검진 데이터를 활용한 만성질환 운동처방 서비스	만성질환자의 10년간의 일반 건강검진 데이터를 분석하여 병원 진단 후 사후관리를 위해 화상 상담, 영상 운동처방 서비스 등 제공하는 디지털 서비스	진료 수진자 데이터(건보공단), 원외처방전 상세 내역 데이터(건보공단)	제품 및 서비스 개발
건강보험심사평가원	2023	입선	-	㈜에이치디메디	㈜에이치디메디	전자 복약지도 SaaS	기존의 약봉투에 인쇄하여 제공하던 복약지도를 디지털 전환하여 의약품 데이터를 기반으로 환자와 약사를 이어주는 지능형 복약지도 서비스	의약품성분약효정보조회 서비스(심평원), 병원정보서비스(심평원)	제품 및 서비스 개발
건강보험심사평가원	2023	입선	-	-	에타버스러닝12기	AI 의사	Chat GPT API와 의료보건 API를 연동하여 사용자가 작성한 증상에 관련된 병명 및 병원 안내 서비스	전국 약국 정보 조회 서비스(심평원), 병원정보서비스(심평원)	제품 및 서비스 개발
건강보험심사평가원	2023	입선	-	한국환경전략연구소	한국환경전략연구소	질병 확산 예방을 위한 변이 바이러스에도 대응하는 실내 대면 공간용 공기살균기	실내 대변 공간의 바이러스와 박테리아를 99.9% 산화 영구 제거하는 공기살균 모듈 제품	성별, 연령별 감염자정보(질병관리청)	제품 및 서비스 개발
건강보험심사평가원	2023	입선	-	-	YU ICE	메디컬 트레이너	의약품 사진 촬영 또는 저장된 약품 이미지를 통한 안전 복용 정보 제공 및 복용 여부 알람 설정 등 알약 정보 제공 어플리케이션	의약품안전사용(심평원)	제품 및 서비스 개발
한국사회보장정보원	2023	대상	700	-	eye(I)쇼핑	eye(I)쇼핑	시각장애인 맞춤형 인공지능 기반 편리한 장보기 서비스	장애인등록 장애정도별 장애유형별 장애인수, 식품자동판매기업 데이터, 식품판매업(기타), HACCP제품이미지 및 포장표기정보, 식의약품종합정보 식품원재료정보, 조리식품 레시피DB, 바코드연계제품정보, 대형마트 주간 가격조사표, 생필품 가격정보	아이디어 기획
한국사회보장정보원	2023	최우수상	500	한전MCS	희망드림MCS	-	공공데이터 결합을 통한 취약계층 통합관리시스템 구축 및 노인 일자리 연계	사회보장정보(수급권자 현황 등), 행안부(도로명주소 오픈 API 데이터), 소방청 119구급정보	아이디어 기획
한국사회보장정보원	2023	최우수상	500	-	노라	노라	복지 공공데이터 및 지역사회 인프라 활용 정보 사각지대에 있는 노인들의 사회적 고립을 해결하는 실버 정보 소통 커뮤니티	봉사참여정보서비스, 전국공연행사정보표준데이터, 노인일자리사업 통합정보, 정신건강 관련기관 정보	아이디어 기획
한국사회보장정보원	2023	우수상	300	-	타래	타래	AI를 통한 치매 노인의 기억 모니터링 및 노인 케어 생태계 구축 솔루션	사회보장정보(노인복지시설), 행안부_공공서비스 정보	아이디어 기획
한국사회보장정보원	2023	우수상	300	-	진기명기	메디록	딥러닝 기반 의료진과 환자 간 대화 기록 분석 및 챗봇을 활용한 노인건강 앱 서비스	응급실 임상 대화 데이터셋, 질환 정보, 검사 정보 데이터셋, Google Map API, 정신건강사례관리시스템 사용기관 정보, 전국 치매안심센터 표준데이터 등	아이디어 기획
한국사회보장정보원	2023	장려상	100	-	케어링	케어링	인공지능(AI) 기반의 복지 신청 안내 어플리케이션	노인복지시설정보, 공공행정문서 OCR 데이터와 복지 분야 콜센터 상담 데이터	아이디어 기획
한국사회보장정보원	2023	장려상	100	-	씨앗터	씨앗터	청년 은둔형 외톨이의 사회적 고립 문제 해결을 위한 모바일 서비스	복지정보서비스 정보, 취업 지원 정보, 사용자 위치 기반 정보	아이디어 기획
한국사회보장정보원	2023	장려상	100	-	안녕의온도	온(溫)더 스트릿	폐지수집 노인의 안전 및 노동환경 개선을 위한 원스탑 서비스	교통사고정보 및 도로 상황 예측 빅데이터 융합정보, 폐지수집 노인정보, 저소득층, 1인 가구 정보	아이디어 기획
한국사회보장정보원	2023	장려상	100	-	함께걷는길	함께 걷는길	은둔형 외톨이의 사회 복귀 동반자(은둔형 외톨이의 사회 복귀 지원 서비스	복지정보서비스 정보와 은둔형 외톨이의 회원가입 정보	아이디어 기획
한국사회보장정보원	2023	장려상	100	-	트트	Treasure  Tracker	고립, 은둔 청년의 일상생활 회복을 돕는 모바일 플랫폼 개발 및 융합데이터 구축	고립 은둔 청년 현황, 통신 신용 결제 정보	아이디어 기획
한국사회보장정보원	2023	장려상	100	-	안다미로	할'S키친	시니어의 고유 레시피를 활용한 공유주방 집밥 제공 서비스	노인관련 데이터, 노인일자리 정보, 아동급식 지원현황, 아동급식카드 가맹점 정보, 1인가구 통계	아이디어 기획
한국사회보장정보원	2023	장려상	100	-	위드어스	위드어스	소상공인 점포 활성화를 위한 독거노인 후원 플랫폼	독거노인 가구, 온누리상품권 지역별 회수현황, 전통시장경영현황, 후원금 이용 내역	아이디어 기획
한국사회보장정보원	2023	장려상	100	-	김은O	-	AI 기반 행동패턴 학습을 통한 아동학대와 고독사 위험군 감지 및 개인 맞춤형 해결책 제공을 위한 공공기관 시스템 구축	노인복지시설 정보, 아동 학대 정보	아이디어 기획
한국사회보장정보원	2023	장려상	100	-	노.연.진	INFIT	장애인 건강 관리 앱 서비스	장애인 편의시설 정보, 장애인 전용 체육시설, 무장애 식당 정보 데이터	아이디어 기획
한국사회보장정보원	2023	장려상	100	-	Kim Sisters	-	서울시 디지털 친구 프로젝트	노인시설정보, 독거노인 가구, 디지털 정보격차 실태조사 통계자료	아이디어 기획
서울특별시	2023	대상(일반부)	0		김재희	SEOUL SEE	위치기반 대기오염 및 질병 발생 상관관계 시각정보 제공 서비스, 서울시의 지역별 미세먼지 및 초미세먼지를 비교 검토가능	서울시 실시간 자치구별 대기환경 현황 서울시 미세먼지 대피소 서울시 실시간 대기환경 평균 현황 서울시 년도별 평균 대기오염도 정보	제품 및 서비스 개발
서울특별시	2023	최우수상(일반부)	0		임선미	서울맛칩	서울시에서 선정한 착한가격업소에 대한 정보제공 안드로이드 앱	서울시 착한가격업소 현황	제품 및 서비스 개발
서울특별시	2023	최우수상(일반부)	0		임경환	NaVi	외출할때 날씨, 미세먼지, 버스, 지하철 등 필요한 정보를 얻기 위해 사용할 수 있는 앱	서울시 지하철 실시간 도착정보 서울특별시 정류소정보조회 서비스	제품 및 서비스 개발
서울특별시	2023	우수상(일반부)	0		선견지명	장애인을 위한 편의시설 앱(Able)	장애인 편의시설 설치정보를 제공	서울시 장애인 지하철 편의시설 정보 서울시 전동보장구 급속충전소 서울시 장애인 도서관 현황 정보 서울시 응급실 위치정보 서울시 사회복지시설(장애인의료재활시설)목록 등	제품 및 서비스 개발
서울특별시	2023	우수상(일반부)	0		V.LEE	Seoul, My GreenLight	장애인 대상 자치구 별 신호등 및 안전지수 열람 서비스	서울시 인구밀도 통계 장애인 현황(장애유형별) 서울시 보행자 사고현황 통계 	제품 및 서비스 개발
서울특별시	2023	우수상(일반부)	0		이화진	서울시 일자리채용정보	서울시에서 채용중인 정보를 앱으로 구현한 서비스	서울시 일자리포털 채용 정보 서울일자리센터 우수중소기업 채용정보	제품 및 서비스 개발
서울특별시	2023	우수상(일반부)	0		Lucy	지켜Dream	아동, 여성을 강력범죄로 부터 지켜주는 앱	서울시 안심귀갓길 서비스	제품 및 서비스 개발
서울특별시	2023	장려상(일반부)	0		그린파인트리	나들이 갈까	서울시 안심귀갓길 서비스	서울시 주요 공원현황 데이터 서울 두드림길 정보데이터 서울시 문화공간 정보 데이터	제품 및 서비스 개발
서울특별시	2023	장려상(일반부)	0		심	Farm2Seoul	서울시 농수산물 등급별 가격 정보를 통한 품목별 가격 동향 한눈에 확인가능	서울시 농수산물 등급별 가격정보	제품 및 서비스 개발
서울특별시	2023	장려상(일반부)	0		RDD	유동인구 및 보행환경을 반영한 서울시 여행계획 서비스 구현	서울시 관광음식, 관광명소, 관광쇼핑 등 파워BI를 이용한 통계 표시 웹 서비스	서울시 년도별 유동인구 서울시 관광자연 데이터	제품 및 서비스 개발
서울특별시	2023	장려상(일반부)	0		아지매들	가격찾아줌마(서울굿 스토어)	착한 가격 업소현황을 한눈에 볼수 있게 만든 웹 서비스	서울시 착한가격업소 현황 서울시 가격안정 모범업소 상품목록 현황	제품 및 서비스 개발
서울특별시	2023	장려상(일반부)	0		이명직	서방(서울 방방곡곡)	서울의 권역별 실시간 대기환경 정보와 문화 공간정보를 앱으로 구현	서울시 권역별 실시간 대기환경 현황 서울시 문화공간 정보	제품 및 서비스 개발
서울특별시	2023	대상(학생부)	0		EGO	교통약자를 위한 대중교통 소통 플랫폼	서울시 권역별 실시간 대기환경 현황 서울시 문화공간 정보	서울시 권역별 실시간 대기환경 현황 서울시 문화공간 정보	제품 및 서비스 개발
서울특별시	2023	최우수상(학생부)	0		서울메이트	플러그서울	서울시 두드림길 등 한눈에 볼 수있는 앱	서울시 두드림길 계절별 코스정보 서울둘레길 코스정보 서울시 한양도성길 코스정보 서울두드림길 근교산자락길 코스정보 생태문화길 코스정보 서울시 가로휴지통 설치정보	제품 및 서비스 개발
서울특별시	2023	최우수상(학생부)	0		AIS	한강은 지금	한강공원의 모든 정보를 손쉽게 접근할 수 있게 구현	실시간 도시 데이터	제품 및 서비스 개발
서울특별시	2023	우수상(학생부)	0		팀푸르던	오디서울	서울 시민들에게 생태문화길 정보를 제공하는 웹서비스	서울시 생태문화길 코스정보 서울시 문화행사 정보 서울시 문화길 선형 위치정보	제품 및 서비스 개발
서울특별시	2023	우수상(학생부)	0		Kapok	StreetGallery	서울시 미술작품에 대해 구현한 웹서비스	서울시 기타조형물 현황 서울시 관리 공공 미술 목록 서울은미술관 현황	제품 및 서비스 개발
서울특별시	2023	장려상(학생부)	0		김도현	에어록스-Airox	대기오염 지수에 따라 꽃가루 알러지 등 대기환경 정보하는 앱	서울시 권역별 실시간 대기환경 현황 서울시 실시간 대기환경 평균 현황	제품 및 서비스 개발
서울특별시	2023	장려상(학생부)	0		fullStack	locaTrend	서울시의 상권을 분석한 웹서비스	서울시 상권 분석 서비스(골목상권 점포의 추정매출 정보제공-추정매출, 점포, 행정동별 상권변화지표서, 생활인구, 직장인구서, 상주인구서, 소득소비서, 집객시설서 등)	제품 및 서비스 개발
서울특별시	2023	장려상(학생부)	0		BBIBBO	아이케어 BBIBBO	서울시 병의원 위치를 통해 응급상황시 병원을 찾을 수 있는 웹서비스	서울시 병의원 위치 정보	제품 및 서비스 개발
식품의약품안전처	2023	대상	300		더헬스라이프	건강해줘	스포츠 시설-개인-건강식품판매자-프리랜서 운동전문가 간의 피트니스 소통 전문 앱 서비스	식품영양성분DB정보API(식약처), 바코드연계제품정보API(식약처)	아이디어 기획
식품의약품안전처	2023	최우수상	200	Farmkit	팜킷	미식큐	MZ세대 중심의 식단관리 목적과 음식취향에 맞는 메뉴 조합을 AI 알고리즘으로  분석하여 맞춤 건강식 추천 앱 서비스	식품영양성분DB정보API(식약처), 식품 원재료 정보API(식약처)	제품 및 서비스 개발
식품의약품안전처	2023	최우수상	200	Farmkit	라벨큐	라벨큐	AI 분석 알고리즘을 통해 식품 표시라벨을 자동으로 생성 검토, 법률  위반 검증 및 비대면 규제 자문 서비스를 제공하는 플랫폼	식품(첨가물)품목제조보고API(식약처), 식품영양성분DB정보API(식약처)	아이디어 기획
식품의약품안전처	2023	우수상	100	cj프레시웨이	cj프레시웨이 안전경영담당	안전경영  신속알림	식품 품목정보 및 부적합행정처분 등 위해정보를 사내 ERP 시스템과  연결하여 위해상품 정보 확인 및 출고 신속차단 서비스	식품(첨가물)품목제조보고API(식약처), 축산물 품목제조정보API(식약처)	제품 및 서비스 개발
식품의약품안전처	2023	우수상	100		정원사들	조리뿅	GPT 모델에 레시피 DB를 학습하여, 재료 자동인식 기능을 탑재한 스마트 냉장고를 통해 보유 중인 식재료로 조리 가능한 레시피를 GPT로 추천하는 앱 서비스	조리식품의 레시피 DB(식약처), 서울시 음식물류 폐기물 발생원별 발생량 통계(서울특별시)	아이디어 기획
외교부	2023	최우수상	300		오셜	데이터 기반의 국제개발협력 사업 발굴 및 지속가능성 제고	데이터 기반의 국제개발협력 사업 발굴 및 지속가능성 제고	1. 외교부 - 해외 입찰 정보 / 사건사고 현황 2. 한국국제협력단 - 국가별 협력사업 / IATI 사업정보 3. 한국국제교류재단 – KF 공공외교 사업정보 KOICA ODA 사업정보	아이디어 기획
외교부	2023	우수상	200		조각배	「2030 부산엑스포 유치를 위한 국가선호지수」 개발	「2030 부산엑스포 유치를 위한 국가선호지수」 개발	1. KOICA 오픈 데이터 포털 "국가/지역별 지원액(USD) 비교“ 2. 국무조정실 "국가별 ODA 지원실적“ 3. KF 통계센터 ⌜해외대학 한국학 과정 운영현황⌟ 4. OECD "Compare Your Country 2023 DCR Donor Profiles“ 5. 국제대학연합 IAU WHED “World Higher Education Database”	아이디어 기획
외교부	2023	장려상	100		개인	국외체류 현지법률 중개 큐레이션 서비스	국외체류 현지법률 중개 큐레이션 서비스	1. 국가별기본정보 , 사건사고현황, 국가지역별 표준코드 (외교부)  2. 현지생활정보 (한국국제협력단) 3. 국가별주요정보 (한국산업인력공단)	아이디어 기획
외교부	2023	장려상	100		달리는 사과들	문화전파도 등급을 활용한 재외동포의 민족정체성 함양과 K-소프트파워의 글로벌 확산 전략제안	문화전파도 등급을 활용한 재외동포의 민족정체성 함양과 K-소프트파워의 글로벌 확산 전략제안	1. 외교부_재외동포현황_20191231.csv 2. 재외동포재단_재외동포 단체 정보 한글학교_20220601.csv 3. 재외동포재단_재외동포 단체정보 문화예술_20220601.csv 4. 재외동포재단 재외동포 단체정보 차세대학생회청년회 20220601.csv 5. 외래객_입국목적별_국적별_20230704165932.csv 6. 한국국제교류재단_해외대학 한국학 과정 운영현황_20230328.csv	아이디어 기획
외교부	2023	장려상	100		세이프트립-스마트코리아	해외 안전 여행 국민비서 with ChatGPT	해외 안전 여행 국민비서 with ChatGPT	1. 국가별 메타데이터(국가명, 재외동포 현황, 위치정보 등) 2. 국가별 개황정보(일반정보, 인종, 경제, 종교, 문화 등) 3. 국가별 안전정보(여행경보, 정세정보, 사건사고 데이터, 해외아전 여행 홈페이지(0404.go.kr) 내 실시간 안전정보 4. 국가별 영사정보(재외공관 위치, 영업시간, 여권발급 수수료, 서식, 긴급연락처, 재외동포 현황 및 한국인 활동정보 등)	아이디어 기획
특허청	2023	최우수상	600	주식회사 탭	주식회사 탭	쇼핑몰 셀러의 상표권 분쟁 예방을 위한 빅데이터 필터링 서비스	온라인 마켓 입점 이전에 판매 상품 정보를 검증할 수 있는 솔루션을 제공하여 기존 권리자들의 지식재산권 침해 사전 예방	산업재산권정보	아이디어 기획 / 제품 및 서비스 개발
특허청	2023	우수상	300	-	Patent Only Knows	특허데이터 기반 테크스타트업 투자지표 제공 서비스	스타트업 투자의 지표가 되는 특허-혁신지수를 생성하고, 이를 VC 및 민간 투자자에게 제공하여, 주식시장의 공시제도와 같은 투자자 보호 기능 제공	산업재산권정보	아이디어 기획 / 제품 및 서비스 개발
특허청	2023	우수상	300	메이크	메이크	특허 침해 분석 자동화 챗봇 서비스	전문가의 상담 경험이 학습된 AI 챗봇 서비스에 문의･답변을 통하여 특허 침해･무효 판단 여부에 대한 1차적 판단 지원 솔루션 	산업재산권정보	아이디어 기획 / 제품 및 서비스 개발
특허청	2023	장려상	200	AIB 컨설턴트	AIB 컨설턴트	챗GPT를 이용한 발명의 업그레이드 자동제공, 전문가 매칭 및 제품 시뮬레이션 시스템	챗GPT 활용으로 이용자가 계획하는 기술 내용과 유사한 기술정보, 전문가 의견 제공으로 기술력을 보완하고, 아이디어 구현 시뮬레이션 기능 제공	산업재산권정보	아이디어 기획 / 제품 및 서비스 개발
특허청	2023	장려상	200	Gen IP	Gen IP	대규모 인공지능 언어모델을 활용한 특허출원서 자동 생성 솔루션	의뢰인의 아이디어 기반으로 요약, 청구항, 발명의 설명 등을 자동 작성 하여 출원인의 쉬운 명세서 작성과 변리사들의 반복적 업무 경감 지원	산업재산권정보	아이디어 기획 / 제품 및 서비스 개발
여성가족부	2023	우수상	100		가족회귀	청소년쉼터 입지분석	여성·가족 데이터를 활용한 청소년쉼터 입지분석	■ 여성가족부_청소년쉼터 현황 ■ 서울시열린데이터광장_행정동별 청소년 인구 수 ■ 서울시열린데이터광장_서울특별시 내 CCTV위치 도로명 주소 데이터	아이디어 기획
여성가족부	2023	장려상	50		오픈인사이트	글로벌 데이터 소통	여가부 중심의 현황분석과 관련 키워드 분석을 통한 이용자 요구 파악, 해외 유관기관 조사 분석결과를 반영하여 실효성 높고, 다양한 데이터세트를 발굴	■ 여성가족부가 개방한 공공데이터 전체	아이디어 기획
여성가족부	2023	장려상	50		시행착오	청소년 맞춤 활동 추천	청소년 각각의 특성에 맞는 청소년 활동을 추천해 주고, 직접 신청할 수 있는 서비스	■ e청소년, 유스내비 등 청소년 활동 데이터	아이디어 기획
세종특별자치시	2023	최우수상		페타프레임	페타프레임	모시다	전국 장기요양기관 검색 및 시설 정보 제공	장기요양기관 시설별 상세조회 서비스 API(국민건강보험공단),  장기요양기관 검색 서비스 API(국민건강보험공단)	아이디어 기획
세종특별자치시	2023	우수상			오윤지	여행을 기록하다! 'PoGo' 어플	관광지, 맛집투어 등 여행 기록 어플	국내 관광지 정보(한국관광공사)	아이디어 기획
세종특별자치시	2023	장려상			김종엽	돈버는 여행 다이어리, 트립캐시!	앱테크 서비스로 여행지 알리는 플랫폼	관광코스별 관광지 상세날씨 조회 지점 정보(기상청),  유형문화재 현황(세종시), 전국 시티투어 정보(문화체육관광부)	아이디어 기획
세종특별자치시	2023	최우수상			연	동네랑	맞춤형 공공소식 서비스 제공으로 공공정보 비대칭 문제 해소	개인의 프로필 정보를 기반으로 공공데이터 포털 공공정보 스크래핑	제품 및 서비스 개발
세종특별자치시	2023	우수상			#IMPLUDE	잇는	지원 정책 서비스 알림 및 필요 정보 연결 플랫폼	온라인 청년정책(한국고용정보원),  워크넷 채용정보 채용목록 및 상세정보(한국고용정보원)	제품 및 서비스 개발
제주특별자치도	2023	대상	300		JPG (jeju LPG)	「제주 가구별 LPG 가스 단가 공유 플랫폼」	배달정보를 확인하듯 무역거래 운송 상황(수출입 화물 추적)을 실시간 확인하고 간편하게 공유할 수 있는 올인원 전자쪽지 서비스	제주특별자치도 제주시_가스사업자현황, 서귀포시_가스판매업현황 등	아이디어 기획
